球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.236,56,215,199,11,47,13,0,4,72,21,48,14,2,0,0,2,0,0,5,.284,.362,0.646
東京ドーム,.190,7,23,21,0,4,0,0,0,4,0,4,1,0,1,0,0,0,0,1,.261,.190,0.451
甲子園,.250,9,32,32,3,8,1,1,1,14,5,7,0,0,0,0,0,0,0,1,.250,.438,0.688
横浜,.409,6,24,22,5,9,0,0,4,21,9,5,2,0,0,0,0,0,0,0,.458,.955,1.413
神宮,.182,7,24,22,2,4,1,0,0,5,0,8,2,0,0,0,0,0,0,0,.250,.227,0.477
バンテリンドーム,.321,9,32,28,1,9,2,0,0,11,1,7,2,0,1,0,1,0,0,0,.375,.393,0.768
Ce その他,.286,2,8,7,0,2,0,0,0,2,0,3,1,0,0,0,0,0,0,0,.375,.286,0.661
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.231,3,13,13,1,3,2,0,0,5,3,6,0,0,0,0,0,0,0,0,.231,.385,0.615
ZOZOマリン,.250,3,13,12,0,3,2,0,0,5,0,0,1,0,0,0,0,0,0,0,.308,.417,0.724
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.417,3,12,12,0,5,0,0,0,5,2,1,0,0,0,0,0,0,0,0,.417,.417,0.833
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
