左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
27.8% (45),27.8% (45),27.8% (45),23.5% (38),23.5% (38),23.5% (38),48.8% (79),48.8% (79),48.8% (79)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
41.9% (13),15.0% (3),26.1% (29),19.4% (6),20.0% (4),25.2% (28),38.7% (12),65.0% (13),48.6% (54)
