球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
横浜,.248,43,144,125,20,31,6,0,15,82,24,33,19,2,0,0,0,0,0,0,.347,.656,1.003
東京ドーム,.190,6,22,21,2,4,0,0,2,10,2,6,1,0,0,0,0,0,0,0,.227,.476,0.703
甲子園,.111,5,19,18,1,2,0,0,1,5,3,4,1,0,0,0,0,0,0,1,.158,.278,0.436
マツダスタジアム,.300,4,13,10,0,3,2,0,0,5,4,2,3,0,0,0,0,0,0,0,.462,.500,0.962
神宮,.250,3,10,8,3,2,1,0,1,6,4,2,2,0,0,0,0,0,0,0,.400,.750,1.15
バンテリンドーム,.231,4,14,13,1,3,0,0,1,6,4,3,1,0,0,0,0,0,0,0,.286,.462,0.747
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
みずほPayPay,.000,1,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,.000,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.400,2,9,5,0,2,1,0,0,3,1,0,4,0,0,0,0,0,0,0,.667,.600,1.267
京セラD大阪,.118,6,18,17,1,2,0,0,0,2,0,5,1,0,0,0,0,0,0,1,.167,.118,0.284
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,.667,1,4,3,1,2,2,0,0,4,1,1,1,1,0,0,0,0,0,0,.750,1.333,2.083
