アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,40,23.5%,安打,51,58.6%
フライ,71,41.8%,四死球,33,37.9%
空三振,47,27.6%,失策出塁,3,3.4%
見三振,12,7.1%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
