打率.228,試合75,打席257,打数224,得点29,安打51,内安4,内安率7.8,２Ｂ12,３Ｂ0,本塁20,HR勝敗9-7-1,塁打123,打点43,三振59
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
33,3,0,0,0,0,0,-,2,0,7,.265,.327,.549,.876
