チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.211,17,22,19,4,4,1,0,0,5,1,3,3,3,0,0,0,5,1,1,0.318,0.263,0.581
阪神,0.27,13,40,37,4,10,5,0,0,15,2,9,3,0,0,0,0,3,1,0,0.325,0.405,0.73
広島,0.135,17,40,37,3,5,0,0,0,5,1,9,3,0,0,0,0,3,3,3,0.2,0.135,0.335
ヤクルト,0.143,15,30,28,2,4,1,0,0,5,2,4,2,0,0,0,0,2,1,1,0.2,0.179,0.379
中日,0.4,18,27,20,5,8,2,0,0,10,3,3,5,2,0,1,1,5,2,1,0.5,0.5,1.0
