月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.254,20,77,71,7,18,6,0,0,24,3,13,6,0,0,0,0,5,2,3,.312,.338,0.65
5月,.167,20,46,42,1,7,2,0,0,9,3,9,3,1,0,0,1,4,0,2,.217,.214,0.432
6月,.136,14,23,22,5,3,0,0,0,3,1,4,1,0,0,0,0,5,1,1,.174,.136,0.31
7月,.400,11,9,5,2,2,0,0,0,2,1,0,4,3,0,0,0,0,2,0,.667,.400,1.067
8月,.176,17,20,17,6,3,0,0,0,3,2,5,2,1,0,1,0,7,1,1,.263,.176,0.44
9月,.333,9,4,3,2,1,1,0,0,2,0,1,1,0,0,0,0,1,2,0,.500,.667,1.167
10月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
