先発出場,先発出場.1,先発出場.2,途中出場,途中出場.1,途中出場.2,途中出場.3,途中交代,途中交代.1,途中交代.2,途中交代.3,途中交代.4
27,13,40,7,31,13,51,4,0,8,8,20
