左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
43.3% (55),43.3% (55),43.3% (55),18.9% (24),18.9% (24),18.9% (24),37.8% (48),37.8% (48),37.8% (48)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
32.4% (11),- (0),47.3% (44),23.5% (8),- (0),17.2% (16),44.1% (15),- (0),35.5% (33)
