種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.95,5,5,0,3,0,0,0,0,0,0,0,27.2,26,0,20,5,1,7,6,1.12,0.25,3.33,-
Visitor,2.57,4,4,0,2,1,0,0,0,0,0,0,21.0,16,1,16,6,1,6,6,1.05,0.208,3.75,-
