球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,261,42.4%,148.2,13,50,71,68,51.3%,9.1%,.328,64,21,0,8,7,0
スライダー,68,11.1%,128.4,6,9,11,28,38.2%,19.4%,.176,17,3,0,3,0,0
フォーク,61,9.9%,138.5,11,3,6,24,32.8%,32.4%,.250,20,5,0,4,1,0
カットボール,42,6.8%,138.6,2,10,6,12,42.9%,10.0%,.333,12,4,0,0,1,0
チェンジアップ,40,6.5%,133.2,5,4,3,16,30.0%,25.0%,.364,11,4,0,1,2,0
スプリット,36,5.9%,140.6,6,2,5,16,36.1%,33.3%,.000,8,0,0,1,0,0
カーブ,34,5.5%,116.0,4,4,1,20,26.5%,40.0%,.200,5,1,0,0,0,0
ツーシーム,22,3.6%,143.1,1,3,1,12,22.7%,14.3%,.250,4,1,0,0,0,0
シンカー,20,3.3%,130.4,4,6,1,4,55.0%,40.0%,.400,5,2,0,0,0,0
シュート,12,2.0%,143.5,0,5,1,5,50.0%,0.0%,.000,1,0,0,0,1,0
縦スライダー,7,1.1%,133.3,1,1,1,4,42.9%,50.0%,-,0,0,0,0,0,0
パワーカーブ,6,1.0%,123.0,1,1,2,2,66.7%,33.3%,-,0,0,0,0,0,0
ナックルカーブ,6,1.0%,124.3,0,2,1,3,50.0%,0.0%,-,0,0,0,0,0,0
