アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,47,42.0%,安打,41,75.9%
フライ,47,42.0%,四死球,12,22.2%
空三振,14,12.5%,失策出塁,1,1.9%
見三振,3,2.7%,野選,0,0.0%
犠打,1,0.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
