左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
43.4% (56),43.4% (56),43.4% (56),13.2% (17),13.2% (17),13.2% (17),43.4% (56),43.4% (56),43.4% (56)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
31.7% (13),- (0),48.9% (43),22.0% (9),- (0),9.1% (8),46.3% (19),- (0),42.0% (37)
