打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,24,5,0.208,0,6,1,3,0,0.24
2打席目,28,8,0.286,0,3,0,0,0,0.286
3打席目,28,10,0.357,0,6,0,0,0,0.357
4打席目,20,5,0.25,0,7,3,1,0,0.348
5打席目以上,3,0,0.0,0,2,1,0,0,0.25
