条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.283,50,46,13,5,0,3,0,0,0,3,1,0.277
1-0より,.250,44,40,10,1,0,1,0,0,0,4,0,0.25
2-0より,.286,7,7,2,0,0,0,0,0,0,0,0,0.286
3-0より,-,4,0,0,0,0,0,0,4,0,0,0,1.0
0-1より,.420,50,50,21,2,2,1,0,0,0,0,0,0.42
1-1より,.378,37,37,14,1,0,0,0,0,0,0,0,0.378
2-1より,.450,22,20,9,1,0,1,0,0,1,1,0,0.476
3-1より,.308,24,13,4,1,0,0,0,11,0,0,0,0.625
0-2より,.209,43,43,9,1,0,0,13,0,0,0,0,0.209
1-2より,.218,80,78,17,2,0,1,29,0,0,0,2,0.213
2-2より,.233,62,60,14,1,0,0,25,0,2,0,0,0.258
3-2より,.208,36,24,5,0,0,1,9,12,0,0,0,0.472
