条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.286,47,42,12,2,0,1,0,0,1,4,0,0.302
1-0より,.067,18,15,1,0,0,1,0,0,0,2,1,0.063
2-0より,.000,4,3,0,0,0,0,0,0,1,0,0,0.25
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.218,58,55,12,1,0,3,0,0,2,0,1,0.241
1-1より,.308,41,39,12,1,0,2,0,0,1,0,1,0.317
2-1より,.364,23,22,8,0,0,1,0,0,0,1,0,0.364
3-1より,.250,14,4,1,0,0,0,0,8,1,0,1,0.714
0-2より,.219,33,32,7,0,0,1,8,0,1,0,0,0.242
1-2より,.241,55,54,13,2,1,1,12,0,1,0,0,0.255
2-2より,.080,51,50,4,1,0,0,18,0,1,0,0,0.098
3-2より,.160,31,25,4,1,0,0,6,6,0,0,0,0.323
