0
最終登板
連投状況
10/3
試:0連投中日:0連投中
登録状況
△5/1登録
▼5/10抹消
△5/23登録
▼6/2抹消
△6/14登録
▼7/2抹消
△7/12登録
▼7/13抹消
△7/26登録
▼8/3抹消
△8/16登録
▼8/17抹消
△8/27登録
▼9/4抹消
△9/15登録
▼10/5抹消
