アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,94,34.2%,安打,74,72.5%
フライ,130,47.3%,四死球,25,24.5%
空三振,35,12.7%,失策出塁,3,2.9%
見三振,9,3.3%,野選,0,0.0%
犠打,7,2.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
