条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.46,70,63,29,2,0,4,0,3,0,4,0,0.485
1-0より,0.333,35,33,11,2,0,1,0,0,0,1,1,0.324
2-0より,0.462,14,13,6,2,0,1,0,0,0,1,0,0.462
3-0より,0.5,5,2,1,0,0,0,0,3,0,0,0,0.8
0-1より,0.283,46,46,13,1,0,0,0,0,0,0,0,0.283
1-1より,0.381,43,42,16,0,0,1,0,0,1,0,0,0.395
2-1より,0.571,14,14,8,0,0,0,0,0,0,0,0,0.571
3-1より,0.25,14,8,2,0,0,0,0,6,0,0,0,0.571
0-2より,0.114,45,44,5,0,0,0,17,0,0,0,1,0.111
1-2より,0.138,66,65,9,1,0,1,35,0,1,0,0,0.152
2-2より,0.229,72,70,16,1,0,1,28,0,2,0,0,0.25
3-2より,0.229,72,48,11,1,0,1,22,21,1,0,2,0.458
