左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
41.9% (142),41.9% (142),41.9% (142),20.6% (70),20.6% (70),20.6% (70),37.5% (127),37.5% (127),37.5% (127)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
41.9% (49),70.0% (7),40.6% (86),30.8% (36),10.0% (1),15.6% (33),27.4% (32),20.0% (2),43.9% (93)
