球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
神宮,.208,22,65,53,3,11,4,0,1,18,4,11,6,0,0,5,1,1,0,2,.283,.340,0.623
東京ドーム,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,.125,6,16,16,1,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,.125,.125,0.25
横浜,.000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
マツダスタジアム,.250,2,5,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,.250,.250,0.5
バンテリンドーム,.143,6,7,7,1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,1,.143,.286,0.429
Ce その他,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.000,2,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000,.000,0.0
ZOZOマリン,.125,3,9,8,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,.222,.125,0.347
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,.273,3,12,11,0,3,0,0,0,3,0,2,0,0,0,1,0,0,0,0,.273,.273,0.545
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
