チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.143,3,7,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.143,0.143,0.286
阪神,0.2,3,10,10,1,2,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0.2,0.5,0.7
ＤｅＮＡ,0.231,3,13,13,2,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0.231,0.462,0.692
広島,0.0,2,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ヤクルト,0.385,3,13,13,3,5,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0.385,0.385,0.769
中日,0.2,3,6,5,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0.333,0.4,0.733
