条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.333,38,33,11,1,0,1,0,0,0,5,0,.333
1-0より,.250,9,8,2,1,0,0,0,0,0,1,0,.250
2-0より,.000,5,5,0,0,0,0,0,0,0,0,0,.000
3-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
0-1より,.292,26,24,7,2,0,0,0,0,1,1,0,.320
1-1より,.273,22,22,6,0,0,0,0,0,0,0,0,.273
2-1より,.286,8,7,2,1,0,1,0,0,0,1,0,.286
3-1より,.000,1,1,0,0,0,0,0,0,0,0,0,.000
0-2より,.154,26,26,4,1,0,0,15,0,0,0,0,.154
1-2より,.185,27,27,5,0,0,1,4,0,0,0,0,.185
2-2より,.143,21,21,3,1,0,0,9,0,0,0,0,.143
3-2より,.273,15,11,3,0,0,0,6,1,1,0,2,.333
