アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,60,40.0%,安打,43,89.6%
フライ,50,33.3%,四死球,3,6.3%
空三振,24,16.0%,失策出塁,2,4.2%
見三振,10,6.7%,野選,0,0.0%
犠打,6,4.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
