球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,265,40.0%,147.0,13,60,71,49,54.3%,8.3%,.271,70,19,3,6,0,0
スライダー,93,14.0%,129.2,17,7,17,33,44.1%,32.1%,.214,28,6,0,10,0,0
カットボール,78,11.8%,137.3,2,8,27,19,47.4%,3.9%,.250,24,6,0,2,1,1
フォーク,77,11.6%,135.7,15,4,14,28,42.9%,33.3%,.182,22,4,0,7,0,1
カーブ,42,6.3%,118.5,5,9,8,14,52.4%,26.3%,.000,10,0,0,4,0,0
チェンジアップ,42,6.3%,129.4,4,5,7,20,38.1%,23.5%,.333,6,2,0,0,0,0
ツーシーム,26,3.9%,139.3,1,4,5,6,38.5%,6.3%,.273,11,3,0,1,0,0
シンカー,13,2.0%,128.2,3,3,4,0,76.9%,30.0%,.000,5,0,0,2,0,0
シュート,10,1.5%,140.3,1,1,3,1,50.0%,12.5%,.250,4,1,0,0,0,0
スプリット,6,0.9%,137.2,1,0,2,1,50.0%,20.0%,.333,3,1,0,1,0,0
縦スライダー,5,0.8%,134.0,0,2,0,3,40.0%,-%,.000,1,0,0,1,0,0
ナックルカーブ,4,0.6%,122.8,0,1,0,2,25.0%,0.0%,1.000,1,1,0,0,0,0
スクリュー,1,0.2%,136.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
