球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
エスコンＦ,.265,36,88,83,11,22,1,0,3,32,8,15,1,0,0,4,0,1,0,1,.274,.386,0.659
みずほPayPay,.158,8,22,19,1,3,0,0,0,3,0,10,0,0,1,2,0,1,0,0,.200,.158,0.358
ZOZOマリン,.313,11,17,16,1,5,1,0,0,6,2,2,0,0,0,0,1,1,0,0,.294,.375,0.669
楽天モバイル,.200,3,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.200,.200,0.4
京セラD大阪,.208,10,24,24,0,5,1,0,0,6,0,4,0,0,0,0,0,0,0,0,.208,.250,0.458
ベルーナドーム,.125,5,10,8,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,.111,.125,0.236
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,.167,5,13,12,0,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,.167,.167,0.333
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.231,3,13,13,2,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,.231,.462,0.692
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.200,3,6,5,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,.333,.400,0.733
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
