打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,50,11,0.22,0,13,0,1,0,0.22
2打席目,48,12,0.25,2,8,1,2,0,0.265
3打席目,42,11,0.262,1,7,1,2,0,0.279
4打席目,25,4,0.16,0,2,0,0,1,0.154
5打席目以上,3,0,0.0,0,1,0,0,0,0.0
