条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.219,36,32,7,2,0,0,0,2,0,1,1,0.257
1-0より,0.444,27,27,12,2,2,1,0,0,0,0,0,0.444
2-0より,0.3,11,10,3,1,0,0,0,0,0,0,1,0.273
3-0より,0.0,9,1,0,0,0,0,0,8,0,0,0,0.889
0-1より,0.375,24,24,9,1,0,1,0,0,0,0,0,0.375
1-1より,0.533,30,30,16,3,1,2,0,0,0,0,0,0.533
2-1より,0.286,21,21,6,0,0,0,0,0,0,0,0,0.286
3-1より,0.4,25,15,6,3,0,1,0,10,0,0,0,0.64
0-2より,0.188,16,16,3,0,0,0,5,0,0,0,0,0.188
1-2より,0.176,51,51,9,2,0,1,20,0,0,0,0,0.176
2-2より,0.127,55,55,7,2,0,0,19,0,0,0,0,0.127
3-2より,0.205,64,44,9,3,0,0,13,20,0,0,0,0.453
