条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,0.191,416,388,74,9,0,9,116,26,2,0,0,0.245
1塁,0.157,117,102,16,1,0,1,31,7,1,7,0,0.218
2塁,0.214,36,28,6,1,0,0,8,7,0,1,0,0.371
3塁,0.0,4,4,0,0,0,0,1,0,0,0,0,0.0
1・2塁,0.282,41,39,11,1,0,0,10,1,0,1,0,0.3
1・3塁,0.125,11,8,1,0,0,0,3,1,0,1,1,0.2
2・3塁,0.333,3,3,1,0,0,0,0,0,0,0,0,0.333
満塁,0.273,11,11,3,0,0,0,3,0,0,0,0,0.273
得点圏,0.237,106,93,22,2,0,0,25,9,0,3,1,0.301
