条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.263,66,57,15,1,0,1,0,0,1,8,0,0.276
1-0より,.250,36,36,9,0,0,0,0,0,0,0,0,0.25
2-0より,.300,10,10,3,0,0,0,0,0,0,0,0,0.3
3-0より,-,9,0,0,0,0,0,0,9,0,0,0,1.0
0-1より,.227,44,44,10,1,0,1,0,0,0,0,0,0.227
1-1より,.304,47,46,14,4,0,1,0,0,0,0,1,0.298
2-1より,.258,32,31,8,1,0,2,0,0,0,1,0,0.258
3-1より,.286,15,7,2,1,0,0,0,8,0,0,0,0.667
0-2より,.133,76,75,10,2,0,1,40,0,1,0,0,0.145
1-2より,.122,132,131,16,1,0,2,69,0,1,0,0,0.129
2-2より,.180,101,100,18,1,0,2,40,0,0,1,0,0.18
3-2より,.152,71,46,7,0,0,0,23,25,0,0,0,0.451
