条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.193,408,368,71,10,0,9,115,31,2,6,1
対左打者,0.191,231,215,41,2,0,1,57,11,1,4,0
