アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,46,34.8%,安打,35,67.3%
フライ,49,37.1%,四死球,16,30.8%
空三振,29,22.0%,失策出塁,1,1.9%
見三振,7,5.3%,野選,0,0.0%
犠打,1,0.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
