打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,42,8,0.19,0,6,1,0,0,0.209
2打席目,42,13,0.31,3,6,1,0,0,0.326
3打席目,31,5,0.161,0,11,6,1,0,0.297
4打席目,23,2,0.087,0,7,4,0,1,0.214
5打席目以上,4,1,0.25,0,1,0,0,0,0.25
