条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.316,22,19,6,2,0,1,0,0,1,1,1,0.333
1-0より,.308,13,13,4,2,0,0,0,0,0,0,0,0.308
2-0より,.143,7,7,1,1,0,0,0,0,0,0,0,0.143
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.231,26,26,6,1,0,0,0,0,0,0,0,0.231
1-1より,.438,16,16,7,1,0,1,0,0,0,0,0,0.438
2-1より,.200,10,10,2,1,0,0,0,0,0,0,0,0.2
3-1より,-,6,0,0,0,0,0,0,6,0,0,0,1.0
0-2より,.056,18,18,1,0,0,0,11,0,0,0,0,0.056
1-2より,.200,25,25,5,3,0,0,11,0,0,0,0,0.2
2-2より,.053,19,19,1,0,0,0,9,0,0,0,0,0.053
3-2より,.154,20,13,2,0,0,1,5,7,0,0,0,0.45
