条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.211,141,128,27,9,0,3,23,12,0,0,1
対左投手,0.211,43,38,8,2,0,0,13,3,1,1,0
