球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ZOZOマリン,.212,35,92,85,8,18,5,0,0,23,5,16,6,0,0,1,0,0,0,5,.264,.271,0.534
みずほPayPay,.211,8,23,19,1,4,2,0,0,6,2,4,3,0,1,0,0,0,0,1,.348,.316,0.664
エスコンＦ,.231,5,14,13,3,3,0,0,1,6,2,2,1,0,0,0,0,0,0,0,.286,.462,0.747
楽天モバイル,.100,4,10,10,1,1,1,0,0,2,1,3,0,0,0,0,0,0,0,0,.100,.200,0.3
京セラD大阪,.444,3,10,9,1,4,1,0,0,5,1,4,1,0,0,0,0,0,0,0,.500,.556,1.056
ベルーナドーム,.130,8,27,23,2,3,0,0,2,9,7,6,3,0,0,0,1,0,0,1,.222,.391,0.614
Pa その他,.333,2,6,6,1,2,2,0,0,4,2,1,0,0,0,0,0,0,0,0,.333,.667,1.0
東京ドーム,.000,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.500,.000,0.5
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
