条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.204,60,54,11,0,0,0,20,4,0,1,1
対左投手,0.258,34,31,8,2,0,1,8,3,0,0,0
