条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.272,362,335,91,6,0,1,71,15,2,8,2
対左投手,0.298,195,178,53,8,0,2,31,13,1,2,1
