左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
42.0% (170),42.0% (170),42.0% (170),20.0% (81),20.0% (81),20.0% (81),38.0% (154),38.0% (154),38.0% (154)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
40.4% (57),100.0% (3),42.1% (110),25.5% (36),0.0% (0),17.2% (45),34.0% (48),0.0% (0),40.6% (106)
