球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,981,46.0%,147.1,68,225,213,275,51.6%,14.1%,.277,242,67,1,47,15,1
スライダー,276,12.9%,130.3,21,58,48,89,46.0%,16.3%,.357,70,25,1,11,2,0
カットボール,203,9.5%,137.6,15,58,39,64,55.2%,18.5%,.296,27,8,1,3,2,1
フォーク,141,6.6%,135.6,20,18,24,51,44.0%,27.8%,.205,39,8,0,13,1,0
ツーシーム,113,5.3%,144.3,6,20,24,35,44.2%,10.3%,.355,31,11,0,5,3,0
チェンジアップ,108,5.1%,127.9,14,15,14,41,39.8%,26.9%,.286,35,10,0,11,0,0
カーブ,104,4.9%,116.9,5,24,12,47,39.4%,15.2%,.158,19,3,0,3,0,0
スプリット,83,3.9%,139.3,10,9,12,33,37.3%,24.4%,.174,23,4,0,4,1,0
シュート,43,2.0%,142.9,3,8,9,14,46.5%,14.3%,.300,10,3,0,1,0,0
シンカー,27,1.3%,132.0,6,4,6,7,59.3%,37.5%,.286,7,2,0,3,0,1
縦スライダー,24,1.1%,132.2,4,3,1,12,33.3%,44.4%,.200,5,1,0,1,1,0
ナックルカーブ,14,0.7%,124.8,0,4,3,5,50.0%,0.0%,.500,2,1,0,0,0,0
スローカーブ,8,0.4%,95.8,0,3,1,2,50.0%,0.0%,.000,2,0,0,0,0,0
パワーカーブ,6,0.3%,121.8,0,1,0,4,16.7%,0.0%,1.000,1,1,0,0,1,0
高速スライダー,1,0.0%,142.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
