条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.229,92,83,19,3,0,0,19,9,0,0,0
対左投手,0.227,46,44,10,1,0,2,12,2,0,0,0
