打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,28,4,0.143,0,5,2,0,0,0.2
2打席目,29,6,0.207,1,6,1,0,0,0.233
3打席目,28,10,0.357,1,5,2,0,0,0.4
4打席目,19,4,0.211,0,6,2,0,0,0.286
5打席目以上,5,0,0.0,0,1,1,0,0,0.167
