条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.105,86,76,8,1,0,0,30,6,2,1,1
対左打者,0.25,75,68,17,2,0,0,19,5,1,0,1
