アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,29,30.2%,安打,30,75.0%
フライ,31,32.3%,四死球,9,22.5%
空三振,29,30.2%,失策出塁,1,2.5%
見三振,5,5.2%,野選,0,0.0%
犠打,2,2.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
