0
最終登板
連投状況
9/23
試:0連投中日:0連投中
登録状況
△4/23登録
▼5/12抹消
△5/22登録
▼5/23抹消
△6/3登録
▼6/4抹消
△9/18登録
▼9/28抹消
△10/19登録
""
