条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.2,18,15,3,0,0,1,6,2,0,0,1
対左打者,0.4,15,15,6,3,0,0,1,0,0,0,0
