アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,6,27.3%,安打,9,81.8%
フライ,9,40.9%,四死球,2,18.2%
空三振,5,22.7%,失策出塁,0,0.0%
見三振,2,9.1%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
