条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.214,191,168,36,9,1,0,54,5,1,17,0
対左投手,0.231,90,78,18,2,1,0,22,5,0,7,0
