アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,55,25.7%,安打,54,79.4%
フライ,59,27.6%,四死球,11,16.2%
空三振,62,29.0%,失策出塁,2,2.9%
見三振,14,6.5%,野選,1,1.5%
犠打,24,11.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
