アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,69,25.7%,安打,53,65.4%
フライ,81,30.2%,四死球,26,32.1%
空三振,83,31.0%,失策出塁,2,2.5%
見三振,30,11.2%,野選,0,0.0%
犠打,5,1.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
