種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,0.69,5,5,0,2,1,0,0,0,0,0,0,26.0,15,0,31,8,2,5,2,0.88,0.161,4.18,-
Nighter,1.67,10,10,0,4,2,0,0,0,0,0,0,64.2,38,1,82,12,4,14,12,0.77,0.171,2.45,-
