種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.77,9,9,0,3,2,0,0,0,0,0,0,56.0,38,1,69,11,3,15,11,0.88,0.191,3.11,-
Visitor,0.78,6,6,0,3,1,0,0,0,0,0,0,34.2,15,0,44,9,3,4,3,0.69,0.129,2.77,-
