球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,718,51.7%,150.2,63,159,143,238,50.8%,19.6%,0.182,159,29,1,50,14,5
カットボール,181,13.0%,142.7,18,28,39,62,47.0%,19.8%,0.225,40,9,0,7,4,1
カーブ,158,11.4%,130.1,35,30,20,60,53.8%,51.5%,0.128,39,5,0,27,0,0
チェンジアップ,139,10.0%,137.4,25,29,15,53,49.6%,43.9%,0.129,31,4,0,14,0,0
スライダー,120,8.6%,135.6,21,27,16,36,53.3%,36.8%,0.192,26,5,0,6,1,0
ナックルカーブ,73,5.3%,128.0,16,12,9,25,50.7%,44.4%,0.05,20,1,0,9,0,0
