球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
甲子園,1.80,7,7,0,3,2,0,0,0,0,0,0,45.0,32,1,57,10,3,12,9,0.93,0.196,3.48,-
東京ドーム,0.00,1,1,0,0,0,0,0,0,0,0,0,3.0,0,0,4,4,1,0,0,1.33,0.0,4.50,-
横浜,0.00,2,2,0,1,0,0,0,0,0,0,0,14.0,5,0,16,1,1,0,0,0.43,0.109,1.80,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,0.00,1,1,0,1,0,0,0,0,0,0,0,7.0,3,0,7,0,0,0,0,0.43,0.13,2.25,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,0.00,1,1,0,1,0,0,0,0,0,0,0,6.2,2,0,12,1,0,0,0,0.45,0.091,5.14,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,1.64,2,2,0,0,0,0,0,0,0,0,0,11.0,6,0,12,1,0,3,2,0.64,0.167,1.64,-
ベルーナドーム,6.75,1,1,0,0,1,0,0,0,0,0,0,4.0,5,0,5,3,1,4,3,2.0,0.313,1.80,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
