条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.155,158,142,22,4,0,1,46,6,5,3,2
対左打者,0.179,191,173,31,3,2,0,67,14,1,2,1
