アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,45,31.0%,安打,30,62.5%
フライ,46,31.7%,四死球,17,35.4%
空三振,39,26.9%,失策出塁,1,2.1%
見三振,15,10.3%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
