左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
30.3% (36),30.3% (36),30.3% (36),24.4% (29),24.4% (29),24.4% (29),45.4% (54),45.4% (54),45.4% (54)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
21.4% (6),0.0% (0),33.7% (30),21.4% (6),50.0% (1),24.7% (22),57.1% (16),50.0% (1),41.6% (37)
