条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.173,108,98,17,4,0,2,2,27,9,1,0,0,0.25
1塁,0.206,35,34,7,1,1,0,1,8,1,0,0,0,0.229
2塁,0.176,19,17,3,0,1,0,1,8,2,0,0,0,0.263
3塁,0.0,4,2,0,0,0,0,1,1,1,0,0,1,0.25
1・2塁,0.182,13,11,2,1,0,0,1,5,1,0,1,0,0.25
1・3塁,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0.0
2・3塁,0.25,5,4,1,1,0,0,4,1,0,0,0,1,0.2
満塁,0.0,8,6,0,0,0,0,2,3,2,0,0,0,0.25
得点圏,0.146,50,41,6,2,1,0,9,19,6,0,1,2,0.245
