チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.2,13,22,20,2,4,2,0,0,6,0,5,1,0,1,0,0,0,0,0,0.273,0.3,0.573
日本ハム,0.182,14,34,33,3,6,0,0,0,6,1,16,1,0,0,0,0,2,0,0,0.206,0.182,0.388
ロッテ,0.083,17,29,24,2,2,0,1,1,7,3,10,5,0,0,0,0,3,0,0,0.241,0.292,0.533
オリックス,0.231,18,46,39,5,9,2,1,0,13,6,8,6,1,0,0,1,1,0,0,0.326,0.333,0.659
西武,0.08,14,28,25,3,2,1,0,0,3,0,8,2,0,0,1,0,4,0,1,0.148,0.12,0.268
