アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,38,30.9%,安打,36,73.5%
フライ,50,40.7%,四死球,13,26.5%
空三振,22,17.9%,失策出塁,0,0.0%
見三振,7,5.7%,野選,0,0.0%
犠打,6,4.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
