条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.266,96,79,21,4,0,2,12,7,4,4,2
対左打者,0.211,76,71,15,1,2,0,17,2,0,2,1
