条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.164,68,55,9,1,1,1,15,7,2,3,1
対左打者,0.289,46,38,11,0,0,1,10,7,0,0,1
