アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,24,30.8%,安打,20,55.6%
フライ,26,33.3%,四死球,16,44.4%
空三振,18,23.1%,失策出塁,0,0.0%
見三振,7,9.0%,野選,0,0.0%
犠打,3,3.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
