左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
26.8% (56),26.8% (56),26.8% (56),24.4% (51),24.4% (51),24.4% (51),48.8% (102),48.8% (102),48.8% (102)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
13.8% (9),0.0% (0),32.9% (47),36.9% (24),0.0% (0),18.9% (27),49.2% (32),100.0% (1),48.3% (69)
